customer_id,operator,circle,city_tier,age,gender,plan_type,device_type,tenure_months,monthly_recharge_inr,plan_validity_days,days_since_last_recharge,payment_channel,ott_bundle,data_gb_month,voice_minutes_month,sms_per_month,recharge_change_pct,data_change_pct,dual_sim,five_g_area,call_drop_rate_pct,network_complaints_3m,care_calls_3m,churn
IN100561,Airtel,West Bengal,Rural,25,Male,Prepaid,5G smartphone,3,134,28,15,Retail shop,0,27.1,90,16,-3.0,-4.5,1,0,5.1,0,0,0
IN100562,Vi,Karnataka,Tier-3,29,Female,Prepaid,5G smartphone,63,128,84,39,UPI app,0,19.7,657,16,-30.4,-73.8,0,0,6.2,1,1,0
IN100563,Jio,Rajasthan,Rural,43,Male,Prepaid,4G smartphone,4,206,56,13,Operator app,0,15.0,174,17,-0.0,24.3,0,0,4.8,1,2,0
IN100564,Jio,Gujarat,Tier-3,27,Female,Prepaid,5G smartphone,11,379,365,59,UPI app,0,54.9,469,15,-4.9,-32.6,0,0,1.1,0,0,0
IN100565,Jio,Uttar Pradesh,Rural,32,Male,Prepaid,4G smartphone,16,249,84,101,UPI app,0,12.7,279,26,16.3,-19.8,1,0,3.6,0,0,1
IN100566,Jio,Gujarat,Tier-3,26,Male,Prepaid,4G smartphone,102,282,56,4,UPI app,0,9.9,138,20,-0.3,7.5,0,0,7.6,1,0,0
IN100567,Airtel,Bihar,Tier-3,42,Male,Prepaid,4G smartphone,28,312,56,29,UPI app,0,13.5,281,19,-0.9,31.2,0,1,1.7,0,1,0
IN100568,Jio,West Bengal,Tier-2,32,Male,Prepaid,4G smartphone,12,270,28,3,Retail shop,0,14.9,524,28,-28.6,-15.7,1,0,1.5,1,2,1
IN100569,Jio,Mumbai,Metro,24,Male,Prepaid,5G smartphone,9,302,84,45,UPI app,1,30.1,418,24,30.5,-0.2,1,1,0.6,0,1,0
IN100570,Airtel,Tamil Nadu,Tier-2,32,Male,Prepaid,4G smartphone,16,186,84,68,Retail shop,0,27.4,124,17,-35.9,-18.6,1,1,1.6,0,2,1
IN100571,Vi,Mumbai,Rural,29,Male,Prepaid,4G smartphone,49,252,365,216,Retail shop,1,23.5,431,19,-4.7,6.9,1,0,4.2,1,0,0
IN100572,Jio,Tamil Nadu,Tier-2,45,Male,Prepaid,4G smartphone,42,277,28,3,Operator app,0,17.0,300,20,12.2,7.6,1,0,2.7,0,2,1
IN100573,Jio,Rajasthan,Rural,31,Female,Prepaid,4G smartphone,20,150,56,19,UPI app,0,6.5,490,19,5.7,-35.8,0,0,2.7,0,0,0
IN100574,Vi,Mumbai,Tier-3,18,Female,Prepaid,5G smartphone,17,193,365,195,Retail shop,0,10.2,90,16,4.8,22.9,0,1,2.0,1,1,0
IN100575,Jio,Rajasthan,Tier-2,36,Male,Prepaid,4G smartphone,31,169,84,12,Operator app,1,14.9,50,21,15.2,18.3,0,1,1.4,1,1,0
IN100576,Vi,Karnataka,Rural,49,Female,Prepaid,Feature phone,90,230,28,10,UPI app,0,0.5,101,21,23.9,11.3,0,0,2.6,1,1,0
IN100577,Jio,Uttar Pradesh,Metro,43,Male,Prepaid,4G smartphone,17,515,28,11,UPI app,0,23.5,506,13,8.6,19.8,0,0,2.3,2,1,0
IN100578,Vi,Maharashtra,Tier-3,20,Female,Prepaid,4G smartphone,10,145,365,84,Retail shop,1,38.7,386,18,7.0,3.4,0,1,4.7,1,0,0
IN100579,Airtel,Mumbai,Tier-2,29,Female,Prepaid,Feature phone,33,363,56,19,Operator app,0,0.4,719,34,2.4,5.8,0,1,2.7,0,0,0
IN100580,Jio,Mumbai,Metro,31,Female,Prepaid,Feature phone,4,458,84,56,Operator app,0,0.4,250,21,-24.1,-49.8,0,1,2.1,2,0,1
IN100581,Jio,Tamil Nadu,Tier-2,31,Male,Prepaid,5G smartphone,1,167,28,10,UPI app,0,15.9,211,13,22.5,-4.5,1,1,2.4,2,2,0
IN100582,Airtel,Delhi,Tier-3,35,Male,Prepaid,5G smartphone,2,104,56,42,UPI app,0,57.5,86,23,-24.6,-36.2,1,0,4.5,0,1,0
IN100583,Jio,Gujarat,Metro,28,Female,Postpaid,4G smartphone,24,702,30,21,Auto-debit,0,12.5,516,18,10.6,23.1,0,0,1.0,0,1,0
IN100584,Vi,Maharashtra,Rural,22,Female,Prepaid,5G smartphone,12,180,56,43,UPI app,0,29.1,413,27,-19.1,-42.7,1,0,4.4,1,0,1
IN100585,Jio,Rajasthan,Tier-3,41,Female,Prepaid,5G smartphone,14,199,28,11,Operator app,0,46.0,416,18,0.9,-22.7,0,0,1.2,0,0,0
IN100586,Airtel,Rajasthan,Metro,20,Male,Prepaid,5G smartphone,3,445,28,17,Retail shop,0,17.0,396,14,-8.5,6.9,1,1,3.1,0,0,1
IN100587,Airtel,Tamil Nadu,Tier-2,23,Female,Prepaid,4G smartphone,1,222,28,21,Operator app,0,9.8,593,27,-18.7,3.9,0,1,1.1,0,0,0
IN100588,Airtel,Rajasthan,Metro,20,Female,Prepaid,Feature phone,36,699,28,15,Retail shop,0,0.4,214,18,-4.3,6.8,1,1,0.8,2,0,0
IN100589,Airtel,Delhi,Rural,38,Female,Prepaid,4G smartphone,7,112,28,23,Operator app,0,8.9,548,16,-12.4,-7.1,0,1,3.1,3,1,0
IN100590,Vi,Uttar Pradesh,Tier-3,33,Female,Prepaid,5G smartphone,46,159,56,3,UPI app,0,15.0,419,19,11.9,-21.7,0,0,1.3,0,0,0
IN100591,Jio,West Bengal,Metro,40,Male,Prepaid,5G smartphone,29,221,84,95,UPI app,0,34.8,268,17,6.1,-20.3,1,0,3.0,4,2,1
IN100592,Airtel,Uttar Pradesh,Tier-3,24,Male,Prepaid,Feature phone,7,202,365,181,Operator app,0,0.6,318,17,18.8,1.5,0,0,2.7,0,1,0
IN100593,Jio,Gujarat,Tier-2,19,Female,Prepaid,5G smartphone,6,414,28,17,Retail shop,1,42.4,245,24,-34.9,-19.5,0,1,2.6,0,1,0
IN100594,Airtel,Rajasthan,Tier-3,27,Female,Prepaid,Feature phone,38,146,28,46,Retail shop,1,0.8,456,18,-23.7,9.7,1,0,3.6,0,1,0
IN100595,Airtel,Uttar Pradesh,Metro,30,Male,Postpaid,4G smartphone,17,501,30,24,Operator app,0,28.2,553,14,-15.4,-7.6,0,1,2.0,0,0,0
IN100596,Jio,Karnataka,Metro,34,Male,Postpaid,5G smartphone,11,550,30,7,UPI app,1,29.2,491,12,14.0,50.5,0,1,1.5,1,1,0
IN100597,Jio,Maharashtra,Tier-2,18,Female,Prepaid,4G smartphone,19,244,56,43,UPI app,1,18.3,550,27,-15.3,18.2,1,1,2.3,0,0,0
IN100598,BSNL,Rajasthan,Tier-3,36,Male,Prepaid,4G smartphone,87,228,28,37,UPI app,0,23.5,339,25,-4.7,22.1,0,1,1.6,2,1,0
IN100599,Jio,Bihar,Tier-3,23,Female,Prepaid,4G smartphone,88,188,84,46,Operator app,0,17.4,223,18,-32.9,8.4,0,0,3.7,0,0,0
IN100600,Jio,Rajasthan,Tier-2,25,Female,Prepaid,5G smartphone,22,160,28,10,UPI app,0,52.5,368,22,0.2,-3.7,0,1,4.4,0,1,0
IN100601,Jio,Karnataka,Tier-2,43,Male,Prepaid,Feature phone,18,243,56,62,Operator app,0,0.3,176,18,11.4,18.5,0,1,1.5,0,1,0
IN100602,Vi,Karnataka,Tier-3,18,Female,Prepaid,4G smartphone,41,356,365,211,Retail shop,0,17.3,377,18,43.7,-0.4,1,1,3.6,0,0,0
IN100603,Jio,Maharashtra,Metro,35,Male,Prepaid,Feature phone,34,413,28,6,UPI app,1,1.3,419,22,6.8,-29.5,0,1,2.1,0,1,0
IN100604,BSNL,Uttar Pradesh,Tier-3,35,Male,Postpaid,Feature phone,1,421,30,10,UPI app,1,0.3,419,26,28.6,-33.2,0,0,3.4,2,4,0
IN100605,Vi,West Bengal,Tier-2,23,Female,Prepaid,4G smartphone,40,258,84,46,UPI app,0,10.2,119,31,-12.5,-37.2,0,1,1.2,1,2,0
IN100606,Vi,Bihar,Tier-2,27,Male,Postpaid,Feature phone,29,687,30,2,UPI app,1,0.5,356,18,-22.0,47.9,0,0,0.9,1,1,0
IN100607,Airtel,Maharashtra,Tier-3,44,Male,Prepaid,4G smartphone,29,294,28,23,Operator app,0,22.0,150,21,13.6,5.0,0,1,3.1,1,1,0
IN100608,Jio,Tamil Nadu,Tier-2,51,Female,Prepaid,4G smartphone,6,431,28,6,Operator app,0,5.3,227,25,6.0,8.2,0,0,2.3,0,0,0
IN100609,Jio,Rajasthan,Tier-3,42,Male,Prepaid,5G smartphone,1,237,56,24,UPI app,1,15.3,382,16,23.0,-11.3,0,0,6.1,4,2,1
IN100610,Jio,Uttar Pradesh,Metro,50,Male,Prepaid,Feature phone,63,199,56,48,UPI app,1,1.3,358,27,-0.8,12.7,0,1,1.2,1,1,0
IN100611,Jio,West Bengal,Tier-2,25,Male,Postpaid,4G smartphone,28,337,30,22,Auto-debit,0,35.9,24,17,17.2,-12.6,0,1,4.1,1,0,0
IN100612,BSNL,Mumbai,Tier-3,18,Male,Prepaid,4G smartphone,31,266,28,17,Retail shop,0,22.9,303,19,12.3,13.6,0,0,2.1,1,1,0
IN100613,BSNL,Maharashtra,Metro,31,Male,Prepaid,5G smartphone,82,180,365,45,Retail shop,0,49.9,307,26,1.3,-67.1,1,1,0.8,0,2,0
IN100614,Airtel,Uttar Pradesh,Tier-3,40,Female,Prepaid,4G smartphone,9,287,365,218,UPI app,0,14.6,308,24,-0.9,17.5,1,0,2.3,0,1,0
IN100615,Jio,Mumbai,Rural,18,Male,Prepaid,4G smartphone,47,155,84,21,Retail shop,0,15.1,299,26,7.4,6.5,1,0,2.5,0,0,0
IN100616,Jio,Karnataka,Rural,22,Male,Prepaid,4G smartphone,27,125,28,8,UPI app,0,14.2,586,22,-33.3,-26.5,0,0,5.2,2,0,0
IN100617,Airtel,Gujarat,Tier-2,23,Female,Prepaid,4G smartphone,105,301,28,19,UPI app,0,10.2,0,19,19.7,7.8,0,1,1.6,0,1,0
IN100618,Airtel,Mumbai,Tier-2,35,Male,Prepaid,4G smartphone,114,176,56,10,Operator app,0,9.0,286,18,25.5,0.2,1,0,3.1,1,0,0
IN100619,Airtel,Mumbai,Tier-2,34,Male,Prepaid,4G smartphone,15,297,28,17,UPI app,0,18.8,20,21,-10.5,1.6,0,1,1.4,1,0,0
IN100620,Vi,Delhi,Rural,24,Female,Prepaid,5G smartphone,47,204,84,89,UPI app,0,18.6,283,18,13.6,23.6,0,0,5.8,1,1,0
IN100621,Jio,Delhi,Tier-2,33,Female,Prepaid,5G smartphone,108,129,56,22,UPI app,0,24.9,499,12,-34.7,34.2,0,1,0.3,0,0,0
IN100622,BSNL,Uttar Pradesh,Tier-2,20,Female,Postpaid,5G smartphone,12,948,30,29,UPI app,0,33.7,790,13,-12.1,44.8,0,0,2.4,1,2,0
IN100623,Jio,Uttar Pradesh,Tier-3,27,Female,Prepaid,4G smartphone,1,339,84,31,Retail shop,0,8.2,450,16,-22.8,9.0,0,0,1.5,1,4,0
IN100624,BSNL,West Bengal,Metro,19,Female,Postpaid,5G smartphone,39,959,30,8,Operator app,0,67.4,357,20,-34.1,10.8,0,1,3.3,0,1,0
IN100625,Jio,Maharashtra,Tier-3,30,Female,Prepaid,Feature phone,39,303,84,25,Operator app,1,0.4,473,11,-13.5,-4.2,0,1,4.6,2,0,0
IN100626,Vi,Maharashtra,Tier-2,23,Male,Prepaid,5G smartphone,79,195,56,40,UPI app,1,33.2,256,19,17.9,-0.8,0,0,5.1,0,0,0
IN100627,Airtel,Bihar,Tier-3,38,Male,Postpaid,4G smartphone,26,742,30,11,Operator app,1,20.2,445,26,10.1,-25.5,0,0,1.7,1,2,0
IN100628,Jio,Karnataka,Tier-3,31,Male,Prepaid,4G smartphone,26,281,84,26,Operator app,0,30.5,401,15,7.2,7.9,0,0,1.6,0,1,0
IN100629,Vi,Gujarat,Tier-2,29,Female,Postpaid,4G smartphone,22,277,30,34,Auto-debit,0,29.1,532,26,-0.5,18.4,0,1,1.6,1,4,0
IN100630,Vi,Delhi,Tier-3,49,Female,Prepaid,4G smartphone,7,154,365,394,Operator app,1,26.9,346,22,-18.4,-31.4,0,0,2.4,1,1,0
IN100631,Vi,Rajasthan,Tier-3,35,Male,Prepaid,4G smartphone,13,165,56,23,UPI app,1,10.2,409,19,9.0,22.9,0,0,4.8,2,2,0
IN100632,Airtel,Tamil Nadu,Metro,28,Male,Prepaid,5G smartphone,7,503,84,31,Operator app,0,23.3,290,17,35.5,-38.9,0,1,4.2,0,2,0
IN100633,Jio,Tamil Nadu,Rural,26,Female,Prepaid,4G smartphone,37,136,28,2,UPI app,0,8.9,356,27,-15.0,-8.3,1,0,4.1,0,0,0
IN100634,Airtel,Mumbai,Rural,20,Male,Prepaid,5G smartphone,39,156,28,10,Operator app,0,42.5,366,19,33.5,28.2,1,0,1.5,1,1,0
IN100635,Airtel,Maharashtra,Rural,31,Female,Prepaid,4G smartphone,7,122,28,2,Retail shop,0,11.5,430,16,-9.8,-30.9,1,1,1.6,1,1,0
IN100636,Jio,Tamil Nadu,Tier-3,35,Female,Prepaid,Feature phone,85,182,28,16,Retail shop,0,0.2,370,18,-2.5,43.0,0,0,4.4,3,2,0
IN100637,Jio,Bihar,Tier-2,18,Female,Prepaid,4G smartphone,7,361,28,2,UPI app,0,7.0,320,21,-6.4,5.3,0,1,1.7,1,4,0
IN100638,Vi,Mumbai,Tier-2,18,Male,Postpaid,4G smartphone,29,350,30,12,Auto-debit,0,30.5,249,12,-2.9,45.5,0,0,2.7,2,0,0
IN100639,Vi,Uttar Pradesh,Tier-2,26,Female,Prepaid,4G smartphone,50,297,28,12,Retail shop,1,4.5,324,18,8.8,5.7,1,1,4.5,0,1,0
IN100640,Jio,Bihar,Metro,21,Male,Prepaid,Feature phone,51,220,28,14,UPI app,0,1.5,285,15,-28.8,4.6,0,1,2.6,1,1,0
IN100641,Vi,Rajasthan,Tier-2,32,Female,Prepaid,5G smartphone,30,487,28,56,UPI app,1,52.6,346,24,-10.5,-1.8,1,0,2.1,2,1,1
IN100642,Airtel,Gujarat,Tier-2,33,Male,Prepaid,4G smartphone,95,262,56,5,UPI app,0,10.4,171,22,20.0,13.3,0,0,3.7,0,1,0
IN100643,Airtel,Maharashtra,Metro,30,Female,Postpaid,Feature phone,49,667,30,36,Auto-debit,0,0.4,587,25,-18.8,-10.6,0,1,0.5,0,3,0
IN100644,Jio,Rajasthan,Rural,37,Male,Postpaid,4G smartphone,33,359,30,29,Auto-debit,0,16.8,250,19,23.0,-1.4,0,0,7.6,3,2,1
IN100645,Vi,Karnataka,Metro,26,Female,Prepaid,5G smartphone,51,323,84,43,UPI app,0,32.2,586,23,-17.6,21.2,0,1,1.6,0,1,0
IN100646,Airtel,Rajasthan,Tier-3,31,Male,Prepaid,Feature phone,60,129,28,31,Retail shop,0,0.4,183,20,-8.0,-26.5,0,1,3.1,2,0,0
IN100647,Jio,Maharashtra,Rural,21,Male,Prepaid,4G smartphone,37,198,84,93,Retail shop,0,14.6,622,21,-5.8,17.9,1,0,1.7,0,0,0
IN100648,Jio,Tamil Nadu,Tier-3,34,Female,Prepaid,5G smartphone,4,175,28,22,Retail shop,0,62.1,465,21,9.0,6.3,0,0,1.9,1,1,0
IN100649,Airtel,Karnataka,Metro,32,Male,Prepaid,Feature phone,6,240,28,6,UPI app,0,0.9,184,19,19.6,23.4,1,0,2.6,2,0,0
IN100650,Jio,Maharashtra,Tier-3,20,Male,Prepaid,5G smartphone,3,444,28,8,UPI app,0,54.4,395,24,7.2,19.8,1,1,3.0,1,1,0
IN100651,Vi,Delhi,Rural,30,Male,Prepaid,5G smartphone,79,313,84,62,UPI app,1,51.6,420,16,7.2,14.5,0,0,1.7,1,1,0
IN100652,Jio,Gujarat,Rural,31,Female,Prepaid,4G smartphone,5,320,84,21,UPI app,0,10.4,580,21,-20.4,-13.7,0,0,2.9,0,0,1
IN100653,Airtel,Karnataka,Tier-2,34,Female,Prepaid,4G smartphone,98,339,84,17,UPI app,0,10.7,335,21,7.5,14.9,1,1,4.8,2,1,0
IN100654,Vi,Tamil Nadu,Metro,35,Female,Prepaid,5G smartphone,81,346,28,17,Operator app,0,29.7,500,20,59.7,-0.8,0,1,1.8,1,3,0
IN100655,Airtel,Mumbai,Tier-3,24,Female,Prepaid,Feature phone,81,361,28,9,UPI app,0,0.5,345,22,8.5,-5.2,0,0,2.0,0,1,0
IN100656,Vi,Uttar Pradesh,Tier-2,39,Female,Prepaid,4G smartphone,32,282,56,8,Operator app,1,11.6,139,25,23.9,40.1,0,0,3.5,0,1,0
IN100657,Airtel,Tamil Nadu,Rural,37,Male,Prepaid,Feature phone,10,238,56,8,UPI app,0,0.7,425,19,4.6,9.5,0,0,2.2,2,1,0
IN100658,Jio,Mumbai,Tier-3,24,Male,Prepaid,5G smartphone,12,350,28,27,UPI app,0,44.7,305,21,8.5,10.0,1,0,2.7,0,0,0
IN100659,Jio,Rajasthan,Rural,20,Female,Prepaid,4G smartphone,12,255,84,97,UPI app,0,8.5,367,24,-23.3,52.4,0,0,2.1,1,2,0
IN100660,Airtel,Gujarat,Rural,25,Female,Postpaid,5G smartphone,12,513,30,3,UPI app,1,52.8,477,25,0.2,-7.0,0,0,5.2,1,0,0
IN100661,Vi,Tamil Nadu,Tier-3,18,Male,Prepaid,4G smartphone,4,285,28,19,UPI app,0,16.7,579,16,-24.4,22.6,1,0,1.7,0,1,0
IN100662,Airtel,Delhi,Rural,34,Female,Prepaid,4G smartphone,71,199,28,32,UPI app,1,21.0,226,17,-27.8,32.5,0,0,2.1,0,0,0
IN100663,Airtel,Rajasthan,Tier-3,43,Male,Postpaid,5G smartphone,12,591,30,15,Auto-debit,0,57.5,283,18,-6.5,-61.6,0,0,2.0,0,0,0
IN100664,Airtel,West Bengal,Metro,46,Male,Prepaid,4G smartphone,4,370,84,4,Retail shop,0,24.7,290,27,2.5,80.6,0,1,4.6,1,2,0
IN100665,Jio,Maharashtra,Rural,21,Male,Prepaid,5G smartphone,8,124,28,11,Retail shop,1,44.0,402,12,25.1,-34.8,0,1,5.5,1,3,0
IN100666,Vi,West Bengal,Tier-3,39,Female,Postpaid,4G smartphone,51,382,30,18,Auto-debit,0,26.6,351,20,5.8,-13.2,1,0,0.5,0,0,0
IN100667,BSNL,Delhi,Rural,32,Male,Prepaid,Feature phone,1,247,56,19,Operator app,0,0.4,329,25,-3.3,7.8,1,0,1.9,0,0,0
IN100668,Airtel,Uttar Pradesh,Tier-2,18,Male,Prepaid,4G smartphone,51,263,56,93,Operator app,0,26.2,268,20,36.4,-3.6,0,1,3.2,0,0,0
IN100669,Jio,Mumbai,Tier-2,28,Male,Prepaid,5G smartphone,17,250,84,39,UPI app,1,19.3,197,28,13.3,-9.7,1,1,0.8,0,0,0
IN100670,Airtel,West Bengal,Rural,27,Female,Prepaid,5G smartphone,4,212,28,27,UPI app,0,25.8,230,15,-33.1,-64.6,1,0,5.7,0,2,1
IN100671,Jio,Bihar,Metro,44,Male,Prepaid,5G smartphone,3,149,28,12,Retail shop,0,13.0,267,26,-4.9,-18.8,0,1,1.6,0,0,1
IN100672,BSNL,Maharashtra,Tier-3,23,Male,Prepaid,4G smartphone,13,203,28,29,Operator app,0,31.8,446,23,-0.8,-10.9,0,1,2.3,2,1,1
IN100673,Jio,West Bengal,Tier-3,37,Female,Prepaid,5G smartphone,94,204,28,5,Retail shop,0,29.3,226,14,-16.3,-8.6,0,0,1.9,0,1,0
IN100674,Jio,West Bengal,Metro,30,Female,Prepaid,4G smartphone,28,319,28,4,UPI app,1,12.0,625,18,-5.3,7.9,0,0,3.6,4,1,0
IN100675,Jio,Bihar,Metro,18,Male,Prepaid,5G smartphone,28,404,28,2,Retail shop,0,34.7,54,32,-11.5,26.0,0,1,2.8,1,3,0
IN100676,Vi,Delhi,Rural,26,Male,Prepaid,5G smartphone,15,168,28,0,UPI app,0,33.4,283,24,-11.7,17.6,1,0,1.9,1,0,0
IN100677,Jio,Tamil Nadu,Metro,47,Female,Prepaid,4G smartphone,22,480,56,27,Retail shop,0,5.7,355,13,18.1,42.3,0,1,2.2,0,1,0
IN100678,Airtel,Karnataka,Tier-3,30,Male,Prepaid,Feature phone,32,153,84,14,UPI app,0,0.6,392,22,-16.2,0.1,0,1,2.7,1,0,0
IN100679,Jio,Gujarat,Tier-3,41,Male,Prepaid,5G smartphone,20,275,84,13,UPI app,0,64.8,388,22,9.1,-44.6,1,0,1.7,1,1,0
IN100680,Airtel,Uttar Pradesh,Tier-3,40,Male,Prepaid,4G smartphone,29,180,28,14,Retail shop,0,18.3,332,16,24.4,-15.7,1,0,1.1,0,1,1
IN100681,Airtel,Gujarat,Tier-2,27,Female,Prepaid,5G smartphone,58,379,28,26,UPI app,0,25.7,452,19,3.8,-0.3,0,0,1.9,0,1,0
IN100682,Airtel,Uttar Pradesh,Metro,19,Female,Prepaid,4G smartphone,49,324,56,45,UPI app,0,14.5,161,25,-12.6,2.7,1,1,1.7,0,0,0
IN100683,Jio,Bihar,Rural,20,Female,Prepaid,4G smartphone,44,125,365,43,UPI app,0,16.9,523,15,-28.6,16.1,1,0,4.6,0,1,0
IN100684,Jio,Gujarat,Metro,46,Male,Prepaid,4G smartphone,1,311,365,147,UPI app,0,21.9,171,23,43.6,-39.6,0,1,3.4,1,2,0
IN100685,Airtel,Delhi,Tier-2,33,Male,Prepaid,4G smartphone,102,289,84,14,Retail shop,0,18.3,245,16,17.5,-30.6,0,1,1.7,1,0,0
IN100686,Jio,Bihar,Rural,18,Female,Prepaid,4G smartphone,21,207,28,13,UPI app,1,8.2,328,15,-5.3,29.2,1,0,5.2,2,2,1
IN100687,BSNL,Bihar,Tier-2,40,Female,Postpaid,5G smartphone,2,647,30,29,Operator app,0,31.1,473,12,-0.4,1.4,0,0,6.9,1,0,0
IN100688,Jio,Delhi,Tier-2,18,Male,Prepaid,4G smartphone,18,232,28,6,UPI app,0,25.0,420,16,-33.5,-14.7,0,0,2.9,1,1,1
IN100689,Jio,Tamil Nadu,Rural,23,Female,Prepaid,4G smartphone,33,157,28,16,UPI app,0,17.7,545,16,-28.9,-14.9,0,0,5.1,3,2,0
IN100690,Airtel,Bihar,Metro,32,Male,Prepaid,4G smartphone,25,168,28,25,Retail shop,0,7.2,297,19,-8.7,-13.4,1,0,0.6,1,0,0
IN100691,Vi,Rajasthan,Metro,57,Male,Prepaid,4G smartphone,79,367,28,16,UPI app,0,13.9,441,24,-5.6,1.4,1,1,3.7,2,2,0
IN100692,Airtel,Uttar Pradesh,Tier-2,40,Male,Prepaid,4G smartphone,39,301,56,49,Operator app,0,11.0,203,27,21.4,38.0,1,0,2.5,2,2,0
IN100693,Airtel,Maharashtra,Rural,27,Female,Prepaid,5G smartphone,39,374,28,13,Retail shop,1,31.6,453,24,-15.2,21.1,0,0,4.9,1,0,0
IN100694,Vi,Delhi,Rural,32,Female,Prepaid,5G smartphone,73,189,84,46,Retail shop,0,36.3,412,16,-1.6,-26.7,0,1,4.3,0,0,0
IN100695,Jio,Maharashtra,Rural,41,Male,Prepaid,4G smartphone,11,211,28,10,Retail shop,0,14.4,288,15,-21.9,-23.7,1,0,4.8,0,0,0
IN100696,Jio,West Bengal,Rural,46,Male,Prepaid,4G smartphone,37,202,84,7,UPI app,0,12.7,264,17,1.9,4.4,0,0,5.4,3,3,0
IN100697,Jio,Tamil Nadu,Metro,29,Female,Prepaid,4G smartphone,9,406,28,7,Operator app,0,31.6,528,12,9.5,14.2,0,1,1.8,2,1,0
IN100698,Jio,Tamil Nadu,Tier-3,29,Male,Prepaid,5G smartphone,17,180,28,38,Retail shop,0,24.4,395,18,12.0,27.8,1,0,2.3,0,0,0
IN100699,Airtel,Rajasthan,Metro,23,Male,Postpaid,4G smartphone,53,724,30,21,Operator app,1,15.9,547,16,26.9,34.5,0,1,3.9,2,0,0
IN100700,Airtel,Uttar Pradesh,Rural,38,Female,Prepaid,5G smartphone,12,193,56,15,UPI app,0,13.0,337,9,-35.6,-34.4,0,0,1.8,0,0,0
IN100701,Airtel,Karnataka,Rural,42,Female,Prepaid,5G smartphone,6,249,28,27,UPI app,0,52.5,475,16,-17.4,0.4,1,0,2.7,0,0,0
IN100702,Airtel,Tamil Nadu,Tier-2,18,Male,Prepaid,5G smartphone,103,548,84,47,Operator app,0,26.6,615,17,0.6,-19.9,0,1,2.3,0,0,0
IN100703,Vi,Uttar Pradesh,Rural,28,Male,Prepaid,5G smartphone,23,215,56,8,Operator app,0,21.3,457,8,12.0,0.0,0,0,1.8,1,2,0
IN100704,Airtel,Karnataka,Tier-3,19,Female,Prepaid,4G smartphone,14,130,28,11,Retail shop,0,8.0,555,16,22.3,-26.5,1,0,1.4,0,0,0
IN100705,Jio,Maharashtra,Metro,33,Male,Prepaid,4G smartphone,2,199,84,21,UPI app,0,14.6,547,12,20.1,-34.8,0,0,3.3,2,3,0
IN100706,Vi,Rajasthan,Tier-3,19,Female,Postpaid,4G smartphone,36,716,30,9,Auto-debit,1,31.7,501,17,-23.7,-44.1,0,1,3.1,0,0,0
IN100707,Vi,Gujarat,Rural,18,Female,Prepaid,Feature phone,44,107,28,21,Operator app,0,0.7,384,26,4.7,16.6,1,0,2.9,0,1,0
IN100708,Jio,Karnataka,Tier-2,43,Female,Postpaid,5G smartphone,71,645,30,1,UPI app,1,28.8,562,18,-34.0,-4.2,0,0,3.0,2,1,0
IN100709,Jio,Uttar Pradesh,Metro,30,Male,Prepaid,4G smartphone,24,232,84,22,Retail shop,0,11.7,407,13,-3.0,14.6,0,1,1.6,0,0,0
IN100710,BSNL,Maharashtra,Rural,31,Female,Prepaid,4G smartphone,37,493,56,10,UPI app,1,32.1,344,17,18.3,6.7,0,0,3.1,0,1,0
IN100711,Jio,West Bengal,Tier-2,36,Female,Prepaid,4G smartphone,37,164,28,1,UPI app,0,10.4,340,16,7.6,6.6,0,0,4.1,0,0,0
IN100712,Vi,Gujarat,Tier-2,41,Female,Postpaid,4G smartphone,4,458,30,7,UPI app,1,17.3,428,19,12.7,-25.8,1,0,1.0,1,0,0
IN100713,Vi,Uttar Pradesh,Tier-3,27,Male,Prepaid,4G smartphone,36,283,28,22,Operator app,0,14.9,396,16,28.0,7.6,0,1,3.3,0,0,0
IN100714,Vi,Tamil Nadu,Tier-3,28,Female,Prepaid,4G smartphone,120,199,365,149,UPI app,1,35.0,162,18,37.7,-34.9,0,1,1.8,2,1,0
IN100715,Airtel,West Bengal,Tier-2,28,Male,Prepaid,4G smartphone,48,195,365,50,UPI app,0,14.9,662,27,-23.9,1.4,0,0,1.8,0,2,0
IN100716,Jio,Mumbai,Metro,42,Male,Postpaid,4G smartphone,9,490,30,28,Auto-debit,0,52.5,349,19,23.6,32.6,0,1,2.2,2,0,1
IN100717,Airtel,West Bengal,Rural,31,Male,Postpaid,4G smartphone,1,349,30,2,Auto-debit,0,18.4,428,20,21.8,-10.5,0,0,2.8,1,3,1
IN100718,Jio,Rajasthan,Tier-2,29,Male,Prepaid,4G smartphone,58,183,56,50,Operator app,0,8.4,580,20,-7.4,37.7,1,0,1.9,0,2,0
IN100719,BSNL,Gujarat,Tier-3,35,Male,Prepaid,4G smartphone,18,215,84,36,Retail shop,0,26.7,183,17,7.9,10.1,1,1,1.0,1,1,0
IN100720,Jio,Uttar Pradesh,Rural,50,Female,Prepaid,5G smartphone,51,376,84,34,UPI app,0,67.7,478,23,8.7,14.5,0,0,2.2,0,3,0
IN100721,Jio,Rajasthan,Metro,32,Male,Prepaid,4G smartphone,3,617,84,100,Operator app,0,17.9,230,33,-14.6,-41.5,0,1,2.2,0,1,1
